,cafe_id,feature_id
2133,784,11
2134,784,3
2135,784,4
2136,784,9
2137,785,0
2138,785,11
2139,785,7
2140,785,3
2141,785,9
2142,786,8
2143,786,9
2144,787,11
2145,787,3
2146,787,9
2147,788,8
2148,788,1
2149,788,9
2150,789,9
2151,790,9
2152,791,0
2153,791,11
2154,791,7
2155,791,1
2156,791,9
2157,792,9
2158,793,0
2159,793,11
2160,793,9
2161,794,9
2162,795,0
2163,795,4
2164,795,1
2165,795,9
2166,796,0
2167,796,4
2168,796,1
2169,796,9
2170,797,0
2171,797,4
2172,797,1
2173,797,9
2174,798,0
2175,798,4
2176,798,1
2177,798,9
2178,799,9
2179,800,0
2180,800,1
2181,800,9
2182,801,0
2183,801,4
2184,801,1
2185,801,9
2186,802,11
2187,802,7
2188,802,4
2189,802,9
2190,803,0
2191,803,7
2192,803,4
2193,803,9
2194,804,11
2195,804,7
2196,804,1
2197,804,9
2198,805,8
2199,805,9
2200,806,0
2201,806,11
2202,806,7
2203,806,4
2204,806,9
2205,807,9
2206,808,0
2207,808,11
2208,808,9
2209,809,0
2210,809,11
2211,809,9
2212,810,0
2213,810,4
2214,810,9
2215,811,1
2216,811,9
2217,812,0
2218,812,11
2219,812,4
2220,812,9
2221,813,1
2222,813,9
2223,814,1
2224,814,9
2225,815,0
2226,815,11
2227,815,3
2228,815,4
2229,815,9
2230,816,11
2231,816,7
2232,816,9
2233,817,11
2234,817,7
2235,817,2
2236,817,9
2237,818,9
2238,819,0
2239,819,11
2240,819,4
2241,819,9
2242,820,1
2243,820,9
2244,821,4
2245,821,9
2246,822,11
2247,822,7
2248,822,9
2249,823,11
2250,823,7
2251,823,4
2252,823,9
2253,824,11
2254,824,7
2255,824,9
2256,825,1
2257,825,9
2258,826,1
2259,826,9
2260,827,0
2261,827,11
2262,827,7
2263,827,4
2264,827,9
2265,828,9
2266,829,0
2267,829,11
2268,829,7
2269,829,3
2270,829,9
2271,830,0
2272,830,9
2273,831,9
2274,832,4
2275,832,9
2276,833,1
2277,833,9
2278,834,0
2279,834,6
2280,834,11
2281,834,4
2282,834,9
2283,835,4
2284,835,1
2285,835,9
2286,836,0
2287,836,11
2288,836,7
2289,836,9
2290,837,0
2291,837,4
2292,837,9
2293,838,8
2294,838,1
2295,838,9
2296,839,0
2297,839,8
2298,839,7
2299,839,2
2300,839,9
2301,840,11
2302,840,9
2303,841,11
2304,841,9
2305,842,11
2306,842,3
2307,842,4
2308,842,9
2309,843,11
2310,843,7
2311,843,4
2312,843,9
2313,844,0
2314,844,4
2315,844,1
2316,844,9
2317,845,0
2318,845,3
2319,845,9
2320,846,7
2321,846,1
2322,846,9
2323,847,0
2324,847,4
2325,847,9
2326,848,7
2327,848,1
2328,848,9
2329,849,0
2330,849,4
2331,849,9
2332,850,11
2333,850,3
2334,850,4
2335,850,9
2336,851,11
2337,851,7
2338,851,4
2339,851,1
2340,851,9
2341,852,0
2342,852,4
2343,852,9
2344,853,4
2345,853,1
2346,853,9
2347,854,9
2348,855,0
2349,855,4
2350,855,9
2351,856,4
2352,856,9
2353,857,4
2354,857,1
2355,857,9
2356,858,0
2357,858,7
2358,858,9
2359,859,6
2360,859,11
2361,859,7
2362,859,4
2363,859,9
2364,860,4
2365,860,9
2366,861,7
2367,861,4
2368,861,9
2369,862,6
2370,862,11
2371,862,7
2372,862,3
2373,862,2
2374,862,9
2375,863,0
2376,863,11
2377,863,4
2378,863,9
2379,864,4
2380,864,2
2381,864,9
2382,865,0
2383,865,11
2384,865,7
2385,865,1
2386,865,9
2387,866,8
2388,866,4
2389,866,2
2390,866,9
2391,867,0
2392,867,11
2393,867,4
2394,867,9
2395,868,0
2396,868,11
2397,868,3
2398,868,4
2399,868,9
2400,869,0
2401,869,11
2402,869,9
2403,870,0
2404,870,11
2405,870,7
2406,870,4
2407,870,9
2408,871,0
2409,871,9
2410,872,4
2411,872,9
2412,873,4
2413,873,9
2414,874,0
2415,874,11
2416,874,7
2417,874,4
2418,874,1
2419,874,9
2420,875,7
2421,875,9
2422,876,0
2423,876,2
2424,876,9
2425,877,0
2426,877,6
2427,877,4
2428,877,1
2429,877,9
2430,878,9
2431,879,0
2432,879,8
2433,879,1
2434,879,9
2435,880,1
2436,880,9
2437,881,8
2438,881,3
2439,881,2
2440,881,9
2441,882,4
2442,882,9
2443,883,0
2444,883,9
2445,884,8
2446,884,11
2447,884,7
2448,884,4
2449,884,9
2450,885,0
2451,885,11
2452,885,7
2453,885,3
2454,885,4
2455,885,2
2456,885,9
2457,886,11
2458,886,7
2459,886,4
2460,886,9
2461,887,0
2462,887,8
2463,887,3
2464,887,1
2465,887,9
2466,888,11
2467,888,3
2468,888,9
2469,889,11
2470,889,3
2471,889,4
2472,889,9
2473,890,0
2474,890,11
2475,890,3
2476,890,4
2477,890,9
2478,891,0
2479,891,8
2480,891,4
2481,891,9
2482,892,9
2483,893,0
2484,893,4
2485,893,9
2486,894,4
2487,894,1
2488,894,9
2489,895,0
2490,895,8
2491,895,4
2492,895,9
2493,896,9
2494,897,9
2495,898,4
2496,898,9
2497,899,0
2498,899,11
2499,899,7
2500,899,1
2501,899,9
2502,900,3
2503,900,4
2504,900,2
2505,900,1
2506,900,9
2507,901,0
2508,901,6
2509,901,8
2510,901,11
2511,901,4
2512,901,9
2513,902,8
2514,902,4
2515,902,9
2516,903,4
2517,903,9
2518,904,0
2519,904,6
2520,904,11
2521,904,3
2522,904,4
2523,904,2
2524,904,9
2525,905,1
2526,905,9
2527,906,0
2528,906,9
2529,907,0
2530,907,6
2531,907,11
2532,907,7
2533,907,4
2534,907,1
2535,907,9
2536,908,0
2537,908,11
2538,908,7
2539,908,1
2540,908,9
2541,909,0
2542,909,6
2543,909,8
2544,909,11
2545,909,3
2546,909,4
2547,909,2
2548,909,9
2549,910,0
2550,910,11
2551,910,7
2552,910,4
2553,910,9
2554,911,0
2555,911,11
2556,911,4
2557,911,9
2558,912,0
2559,912,4
2560,912,1
2561,912,9
2562,913,4
2563,913,9
2564,914,0
2565,914,11
2566,914,3
2567,914,4
2568,914,9
2569,915,11
2570,915,4
2571,915,9
2572,916,9
2573,917,7
2574,917,4
2575,917,9
2576,918,0
2577,918,11
2578,918,3
2579,918,9
2580,919,0
2581,919,11
2582,919,9
2583,920,0
2584,920,8
2585,920,9
2586,921,8
2587,921,11
2588,921,7
2589,921,3
2590,921,4
2591,921,2
2592,921,9
2593,922,0
2594,922,1
2595,922,9
2596,924,0
2597,924,11
2598,924,3
2599,924,4
2600,924,2
2601,924,9
2602,925,8
2603,925,11
2604,925,4
2605,925,9
2606,926,0
2607,926,11
2608,926,9
2609,927,0
2610,927,11
2611,927,3
2612,927,4
2613,927,9
2614,928,11
2615,928,3
2616,928,4
2617,928,9
2618,929,11
2619,929,7
2620,929,4
2621,929,9
2622,930,8
2623,930,11
2624,930,7
2625,930,4
2626,930,9
2627,931,0
2628,931,9
2629,932,9
2630,933,0
2631,933,7
2632,933,9
2633,934,9
2634,935,6
2635,935,7
2636,935,3
2637,935,4
2638,935,9
2639,936,9
2640,937,0
2641,937,4
2642,937,1
2643,937,9
2644,938,9
2645,939,8
2646,939,9
2647,940,8
2648,940,7
2649,940,4
2650,940,9
2651,941,0
2652,941,11
2653,941,7
2654,941,1
2655,941,9
2656,942,4
2657,942,9
2658,943,4
2659,943,9
2660,944,6
2661,944,8
2662,944,4
2663,944,1
2664,944,9
2665,945,0
2666,945,9
2667,946,0
2668,946,1
2669,946,9
2670,947,4
2671,947,1
2672,947,9
2673,948,8
2674,948,9
2675,949,0
2676,949,11
2677,949,7
2678,949,4
2679,949,1
2680,949,9
2681,950,0
2682,950,1
2683,950,9
2684,951,0
2685,951,4
2686,951,1
2687,951,9
2688,952,0
2689,952,11
2690,952,4
2691,952,9
2692,953,8
2693,953,1
2694,953,9
2695,954,0
2696,954,11
2697,954,7
2698,954,4
2699,954,9
2700,955,0
2701,955,7
2702,955,4
2703,955,9
2704,956,0
2705,956,6
2706,956,4
2707,956,9
2708,957,1
2709,957,9
2710,958,0
2711,958,9
2712,959,6
2713,959,11
2714,959,7
2715,959,4
2716,959,1
2717,959,9
2718,960,0
2719,960,1
2720,960,9
2721,961,0
2722,961,9
2723,962,0
2724,962,1
2725,962,9
2726,963,1
2727,963,9
2728,964,7
2729,964,9
2730,965,0
2731,965,6
2732,965,11
2733,965,4
2734,965,9
2735,966,1
2736,966,9
2737,967,0
2738,967,8
2739,967,4
2740,967,9
2741,968,8
2742,968,9
2743,969,0
2744,969,6
2745,969,11
2746,969,4
2747,969,9
2748,970,0
2749,970,8
2750,970,7
2751,970,2
2752,970,9
2753,971,0
2754,971,6
2755,971,11
2756,971,4
2757,971,2
2758,971,9
2759,972,8
2760,972,9
2761,973,0
2762,973,8
2763,973,11
2764,973,3
2765,973,4
2766,973,9
2767,974,0
2768,974,2
2769,974,9
2770,975,0
2771,975,8
2772,975,9
2773,976,6
2774,976,8
2775,976,11
2776,976,7
2777,976,4
2778,976,9
2779,977,0
2780,977,6
2781,977,9
2782,978,0
2783,978,6
2784,978,8
2785,978,11
2786,978,7
2787,978,4
2788,978,9
2789,979,9
2790,980,0
2791,980,6
2792,980,4
2793,980,9
2794,981,9
2795,982,0
2796,982,6
2797,982,8
2798,982,11
2799,982,3
2800,982,4
2801,982,9
2802,983,0
2803,983,8
2804,983,11
2805,983,4
2806,983,9
2807,984,0
2808,984,6
2809,984,11
2810,984,4
2811,984,9
2812,985,4
2813,985,1
2814,985,9
2815,986,9
2816,987,0
2817,987,8
2818,987,4
2819,987,9
2820,988,9
2821,989,9
2822,990,0
2823,990,6
2824,990,8
2825,990,11
2826,990,7
2827,990,4
2828,990,9
2829,991,8
2830,991,4
2831,991,1
2832,991,9
2833,992,0
2834,992,8
2835,992,2
2836,992,9
2837,993,0
2838,993,11
2839,993,3
2840,993,4
2841,993,2
2842,993,9
2843,994,0
2844,994,6
2845,994,4
2846,994,9
2847,995,5
2848,995,7
2849,995,2
2850,995,9
2851,996,4
2852,996,9
2853,997,0
2854,997,6
2855,997,7
2856,997,4
2857,997,9
2858,998,11
2859,998,7
2860,998,4
2861,998,9
2862,999,6
2863,999,3
2864,999,2
2865,999,1
2866,999,9
2867,1000,9
2868,1001,8
2869,1001,1
2870,1001,9
2871,1002,1
2872,1002,9
2873,1004,9
2874,1005,3
2875,1005,9
2876,1006,0
2877,1006,6
2878,1006,11
2879,1006,3
2880,1006,4
2881,1006,9
2882,1007,6
2883,1007,11
2884,1007,3
2885,1007,4
2886,1007,9
2887,1008,6
2888,1008,11
2889,1008,3
2890,1008,4
2891,1008,9
2892,1009,4
2893,1009,9
2894,1010,8
2895,1010,3
2896,1010,4
2897,1010,9
2898,1011,0
2899,1011,6
2900,1011,8
2901,1011,11
2902,1011,4
2903,1011,9
2904,1012,0
2905,1012,11
2906,1012,9
2907,1013,1
2908,1013,9
2909,1014,0
2910,1014,4
2911,1014,9
2912,1015,6
2913,1015,11
2914,1015,7
2915,1015,4
2916,1015,1
2917,1015,9
2918,1016,4
2919,1016,1
2920,1016,9
2921,1017,8
2922,1017,4
2923,1017,9
2924,1018,0
2925,1018,6
2926,1018,4
2927,1018,9
2928,1019,0
2929,1019,8
2930,1019,4
2931,1019,1
2932,1019,9
2933,1020,0
2934,1020,6
2935,1020,11
2936,1020,4
2937,1020,1
2938,1020,9
2939,1021,11
2940,1021,7
2941,1021,4
2942,1021,9
2943,1022,0
2944,1022,7
2945,1022,9
2946,1023,0
2947,1023,8
2948,1023,4
2949,1023,9
2950,1024,0
2951,1024,6
2952,1024,8
2953,1024,11
2954,1024,4
2955,1024,9
2956,1025,0
2957,1025,6
2958,1025,11
2959,1025,7
2960,1025,4
2961,1025,9
2962,1026,9
2963,1027,11
2964,1027,7
2965,1027,9
2966,1028,0
2967,1028,8
2968,1028,11
2969,1028,9
2970,1029,0
2971,1029,6
2972,1029,11
2973,1029,3
2974,1029,9
2975,1030,8
2976,1030,11
2977,1030,3
2978,1030,9
2979,1031,4
2980,1031,1
2981,1031,9
2982,1032,0
2983,1032,11
2984,1032,4
2985,1032,9
2986,1033,6
2987,1033,11
2988,1033,7
2989,1033,4
2990,1033,2
2991,1033,1
2992,1033,9
2993,1034,0
2994,1034,8
2995,1034,11
2996,1034,7
2997,1034,3
2998,1034,9
2999,1035,8
3000,1035,11
3001,1035,3
3002,1035,4
3003,1035,2
3004,1035,9
3005,1036,1
3006,1036,9
3007,1037,0
3008,1037,6
3009,1037,11
3010,1037,3
3011,1037,4
3012,1037,2
3013,1037,9
3014,1038,0
3015,1038,8
3016,1038,1
3017,1038,9
3018,1039,0
3019,1039,8
3020,1039,11
3021,1039,7
3022,1039,4
3023,1039,2
3024,1039,9
3025,1040,6
3026,1040,8
3027,1040,11
3028,1040,7
3029,1040,3
3030,1040,4
3031,1040,9
3032,1041,0
3033,1041,11
3034,1041,3
3035,1041,4
3036,1041,2
3037,1041,9
3038,1042,11
3039,1042,4
3040,1042,9
3041,1043,0
3042,1043,4
3043,1043,9
3044,1044,6
3045,1044,4
3046,1044,9
3047,1045,11
3048,1045,4
3049,1045,2
3050,1045,9
3051,1047,4
3052,1047,9
3053,1048,9
3054,1049,6
3055,1049,7
3056,1049,3
3057,1049,4
3058,1049,1
3059,1049,9
3060,1050,0
3061,1050,6
3062,1050,11
3063,1050,7
3064,1050,9
3065,1051,0
3066,1051,11
3067,1051,4
3068,1051,9
3069,1052,7
3070,1052,9
3071,1053,0
3072,1053,6
3073,1053,11
3074,1053,4
3075,1053,2
3076,1053,9
3077,1054,0
3078,1054,6
3079,1054,8
3080,1054,11
3081,1054,4
3082,1054,2
3083,1054,9
3084,1055,0
3085,1055,11
3086,1055,7
3087,1055,4
3088,1055,9
3089,1056,0
3090,1056,4
3091,1056,2
3092,1056,9
3093,1057,0
3094,1057,8
3095,1057,11
3096,1057,9
3097,1058,6
3098,1058,8
3099,1058,11
3100,1058,3
3101,1058,4
3102,1058,2
3103,1058,9
3104,1059,6
3105,1059,11
3106,1059,7
3107,1059,3
3108,1059,4
3109,1059,2
3110,1059,9
3111,1060,6
3112,1060,11
3113,1060,7
3114,1060,4
3115,1060,1
3116,1060,9
3117,1061,9
3118,1062,0
3119,1062,3
3120,1062,2
3121,1062,9
3122,1063,11
3123,1063,7
3124,1063,4
3125,1063,9
3126,1064,11
3127,1064,7
3128,1064,4
3129,1064,9
3130,1065,0
3131,1065,6
3132,1065,11
3133,1065,4
3134,1065,9
3135,1066,0
3136,1066,8
3137,1066,3
3138,1066,4
3139,1066,9
3140,1067,4
3141,1067,2
3142,1067,1
3143,1067,9
3144,1068,0
3145,1068,6
3146,1068,8
3147,1068,11
3148,1068,5
3149,1068,7
3150,1068,4
3151,1068,2
3152,1068,1
3153,1068,9
3154,1069,4
3155,1069,1
3156,1069,9
3157,1070,0
3158,1070,4
3159,1070,9
3160,1071,0
3161,1071,6
3162,1071,11
3163,1071,4
3164,1071,9
3165,1072,0
3166,1072,8
3167,1072,11
3168,1072,3
3169,1072,4
3170,1072,2
3171,1072,1
3172,1072,9
3173,1073,0
3174,1073,8
3175,1073,11
3176,1073,7
3177,1073,3
3178,1073,4
3179,1073,2
3180,1073,9
3181,1074,0
3182,1074,11
3183,1074,9
3184,1075,0
3185,1075,11
3186,1075,4
3187,1075,1
3188,1075,9
3189,1076,11
3190,1076,4
3191,1076,9
3192,1077,0
3193,1077,4
3194,1077,9
3195,1078,4
3196,1078,9
3197,1079,8
3198,1079,4
3199,1079,9
3200,1080,0
3201,1080,6
3202,1080,11
3203,1080,4
3204,1080,9
3205,1081,11
3206,1081,4
3207,1081,9
3208,1082,0
3209,1082,11
3210,1082,3
3211,1082,2
3212,1082,9
3213,1083,0
3214,1083,11
3215,1083,7
3216,1083,9
3217,1084,11
3218,1084,4
3219,1084,1
3220,1084,9
3221,1085,6
3222,1085,8
3223,1085,11
3224,1085,4
3225,1085,9
3226,1086,0
3227,1086,9
3228,1087,11
3229,1087,4
3230,1087,9
3231,1088,0
3232,1088,6
3233,1088,11
3234,1088,3
3235,1088,9
3236,1089,0
3237,1089,4
3238,1089,9
3239,1090,4
3240,1090,9
3241,1091,11
3242,1091,9
3243,1092,0
3244,1092,11
3245,1092,4
3246,1092,9
3247,1093,0
3248,1093,11
3249,1093,4
3250,1093,2
3251,1093,1
3252,1093,9
3253,1094,0
3254,1094,8
3255,1094,9
3256,1095,9
3257,1096,4
3258,1096,9
3259,1097,0
3260,1097,11
3261,1097,9
3262,1098,0
3263,1098,8
3264,1098,11
3265,1098,3
3266,1098,4
3267,1098,9
3268,1099,4
3269,1099,9
3270,1100,0
3271,1100,11
3272,1100,7
3273,1100,4
3274,1100,9
3275,1101,0
3276,1101,11
3277,1101,9
3278,1102,0
3279,1102,4
3280,1102,1
3281,1102,9
3282,1103,0
3283,1103,4
3284,1103,9
3285,1104,0
3286,1104,6
3287,1104,11
3288,1104,7
3289,1104,4
3290,1104,1
3291,1104,9
3292,1105,0
3293,1105,11
3294,1105,4
3295,1105,9
3296,1106,5
3297,1106,7
3298,1106,1
3299,1106,9
3300,1107,0
3301,1107,11
3302,1107,4
3303,1107,9
3304,1108,11
3305,1108,4
3306,1108,9
3307,1109,0
3308,1109,8
3309,1109,11
3310,1109,3
3311,1109,4
3312,1109,1
3313,1109,9
3314,1110,0
3315,1110,11
3316,1110,7
3317,1110,3
3318,1110,4
3319,1110,9
3320,1111,9
3321,1112,8
3322,1112,11
3323,1112,9
3324,1113,0
3325,1113,11
3326,1113,3
3327,1113,4
3328,1113,9
3329,1114,0
3330,1114,11
3331,1114,4
3332,1114,9
3333,1115,11
3334,1115,9
3335,1116,0
3336,1116,8
3337,1116,11
3338,1116,7
3339,1116,4
3340,1116,1
3341,1116,9
3342,1117,0
3343,1117,11
3344,1117,9
3345,1118,0
3346,1118,11
3347,1118,3
3348,1118,9
3349,1119,0
3350,1119,4
3351,1119,1
3352,1119,9
3353,1120,11
3354,1120,9
3355,1121,4
3356,1121,9
3357,1122,0
3358,1122,11
3359,1122,4
3360,1122,9
3361,1123,0
3362,1123,8
3363,1123,11
3364,1123,9
3365,1124,0
3366,1124,4
3367,1124,9
3368,1125,11
3369,1125,9
3370,1126,0
3371,1126,6
3372,1126,4
3373,1126,9
3374,1127,0
3375,1127,11
3376,1127,2
3377,1127,9
3378,1128,0
3379,1128,11
3380,1128,3
3381,1128,4
3382,1128,9
3383,1129,6
3384,1129,4
3385,1129,9
3386,1130,0
3387,1130,11
3388,1130,9
3389,1131,0
3390,1131,11
3391,1131,3
3392,1131,9
3393,1131,10
3394,1132,0
3395,1132,11
3396,1132,9
3397,1133,6
3398,1133,2
3399,1133,9
3400,1134,0
3401,1134,11
3402,1134,4
3403,1134,2
3404,1134,9
3405,1134,10
3406,1135,0
3407,1135,6
3408,1135,4
3409,1135,9
3410,1136,0
3411,1136,11
3412,1136,9
3413,1137,0
3414,1137,4
3415,1137,9
3416,1138,11
3417,1138,4
3418,1138,1
3419,1138,9
3420,1139,4
3421,1139,9
3422,1140,9
3423,1141,4
3424,1141,9
3425,1142,11
3426,1142,4
3427,1142,9
3428,1143,0
3429,1143,6
3430,1143,11
3431,1143,7
3432,1143,4
3433,1143,1
3434,1143,9
3435,1144,0
3436,1144,8
3437,1144,4
3438,1144,9
3439,1145,0
3440,1145,11
3441,1145,9
3442,1146,0
3443,1146,11
3444,1146,9
3445,1147,0
3446,1147,11
3447,1147,4
3448,1147,9
3449,1148,0
3450,1148,4
3451,1148,9
3452,1149,8
3453,1149,9
3454,1150,0
3455,1150,11
3456,1150,9
3457,1151,11
3458,1151,4
3459,1151,1
3460,1151,9
3461,1152,11
3462,1152,9
3463,1153,11
3464,1153,9
3465,1154,0
3466,1154,4
3467,1154,9
3468,1155,0
3469,1155,9
3470,1156,0
3471,1156,11
3472,1156,3
3473,1156,2
3474,1156,9
3475,1157,9
3476,1158,4
3477,1158,9
3478,1159,0
3479,1159,8
3480,1159,11
3481,1159,4
3482,1159,9
3483,1159,10
3484,1160,0
3485,1160,6
3486,1160,11
3487,1160,7
3488,1160,4
3489,1160,9
3490,1161,0
3491,1161,11
3492,1161,4
3493,1161,9
3494,1162,8
3495,1162,4
3496,1162,9
3497,1163,0
3498,1163,3
3499,1163,4
3500,1163,9
3501,1163,10
3502,1164,0
3503,1164,1
3504,1164,9
3505,1165,9
3506,1166,9
3507,1167,0
3508,1167,4
3509,1167,9
3510,1168,0
3511,1168,6
3512,1168,11
3513,1168,4
3514,1168,9
3515,1169,0
3516,1169,6
3517,1169,8
3518,1169,11
3519,1169,4
3520,1169,9
3521,1170,9
3522,1171,0
3523,1171,1
3524,1171,9
3525,1172,8
3526,1172,9
3527,1174,0
3528,1174,11
3529,1174,3
3530,1174,4
3531,1174,1
3532,1174,9
3533,1175,0
3534,1175,9
3535,1176,0
3536,1176,9
3537,1177,0
3538,1177,9
3539,1178,0
3540,1178,11
3541,1178,4
3542,1178,1
3543,1178,9
3544,1179,0
3545,1179,9
3546,1180,0
3547,1180,11
3548,1180,9
3549,1180,10
3550,1181,0
3551,1181,9
3552,1182,11
3553,1182,7
3554,1182,3
3555,1182,4
3556,1182,9
3557,1183,8
3558,1183,11
3559,1183,9
3560,1184,6
3561,1184,11
3562,1184,4
3563,1184,1
3564,1184,9
3565,1185,4
3566,1185,9
3567,1186,0
3568,1186,11
3569,1186,9
3570,1187,0
3571,1187,11
3572,1187,3
3573,1187,4
3574,1187,9
3575,1187,10
3576,1188,0
3577,1188,8
3578,1188,11
3579,1188,9
3580,1189,0
3581,1189,9
3582,1190,0
3583,1190,6
3584,1190,11
3585,1190,4
3586,1190,1
3587,1190,9
3588,1191,6
3589,1191,11
3590,1191,7
3591,1191,4
3592,1191,9
3593,1192,11
3594,1192,9
3595,1193,0
3596,1193,11
3597,1193,4
3598,1193,9
3599,1194,8
3600,1194,9
3601,1195,0
3602,1195,11
3603,1195,4
3604,1195,1
3605,1195,9
3606,1196,0
3607,1196,11
3608,1196,9
3609,1197,11
3610,1197,9
3611,1197,10
3612,1198,9
3613,1199,6
3614,1199,11
3615,1199,7
3616,1199,9
3617,1200,0
3618,1200,8
3619,1200,4
3620,1200,2
3621,1200,9
3622,1201,9
3623,1202,0
3624,1202,11
3625,1202,9
3626,1202,10
3627,1203,0
3628,1203,11
3629,1203,4
3630,1203,1
3631,1203,9
3632,1204,0
3633,1204,4
3634,1204,1
3635,1204,9
3636,1205,0
3637,1205,1
3638,1205,9
3639,1206,4
3640,1206,1
3641,1206,9
3642,1207,0
3643,1207,11
3644,1207,4
3645,1207,9
3646,1208,0
3647,1208,11
3648,1208,4
3649,1208,9
3650,1209,11
3651,1209,9
3652,1209,10
3653,1210,0
3654,1210,11
3655,1210,4
3656,1210,1
3657,1210,9
3658,1211,0
3659,1211,11
3660,1211,4
3661,1211,1
3662,1211,9
3663,1212,11
3664,1212,7
3665,1212,3
3666,1212,4
3667,1212,1
3668,1212,9
3669,1213,0
3670,1213,11
3671,1213,9
3672,1214,0
3673,1214,11
3674,1214,4
3675,1214,2
3676,1214,9
3677,1214,10
3678,1215,9
3679,1216,4
3680,1216,9
3681,1217,11
3682,1217,4
3683,1217,9
3684,1217,10
3685,1218,0
3686,1218,8
3687,1218,11
3688,1218,3
3689,1218,4
3690,1218,9
3691,1219,9
3692,1220,11
3693,1220,3
3694,1220,4
3695,1220,2
3696,1220,9
3697,1220,10
3698,1222,0
3699,1222,1
3700,1222,9
3701,1223,8
3702,1223,1
3703,1223,9
3704,1224,11
3705,1224,3
3706,1224,4
3707,1224,9
3708,1225,0
3709,1225,9
3710,1228,11
3711,1228,7
3712,1228,4
3713,1228,9
3714,1229,6
3715,1229,8
3716,1229,11
3717,1229,4
3718,1229,9
3719,1230,9
3720,1231,7
3721,1231,3
3722,1231,2
3723,1231,9
3724,1232,8
3725,1232,11
3726,1232,4
3727,1232,9
3728,1233,0
3729,1233,4
3730,1233,9
3731,1235,11
3732,1235,7
3733,1235,4
3734,1235,1
3735,1235,9
3736,1236,0
3737,1236,11
3738,1236,7
3739,1236,4
3740,1236,9
3741,1237,0
3742,1237,9
3743,1238,8
3744,1238,9
