,id,Name,Latitude,Longitude
256,256,madaeen,35.76947530936090,51.42827063798900
257,257,avrin,35.70133538090142,51.39121424487877
258,258,belinski,35.71508241361593,51.42038226127624
259,259,barmancafe,35.80364850547243,51.45878296303498
260,260,beatbistro,35.72080537627403,51.41298606991768
261,261,caferack,35.76887193392411,51.37266039848327
262,262,sweet-blissniyavaran,35.80593120662460,51.45749164739770
263,263,chimney,35.77536845253725,51.46443486213684
264,264,shemroon_gharb,35.76676797312544,51.38042271137237
265,265,golliyancafe,35.77777628953115,51.42227455973625
266,266,bamerey,35.59183901502867,51.43730431795120
267,267,avani,35.74588300000000,51.40475800000000
268,268,noosheh,35.73032139579422,51.37373113422654
269,269,shemroon-baamland,35.74389525541517,51.22240465922005
270,270,viuna-tajrish,35.80576600000000,51.43074900000000
271,271,dantecaferestaurant,35.72531701850833,51.40791214473415
272,272,almond,35.74464500000000,51.39869600000000
273,273,parpirar,35.73750371138351,51.54358148574829
274,274,ava_plus,35.81216677529292,51.44954055547714
275,275,izar,35.75455730218963,51.43327255232953
276,276,captain_lounge,35.76202773648719,51.45501494407654
277,277,nattlisohrevardi,35.73675803306446,51.44267544150352
278,278,borito,35.73544409821620,51.43326759338379
279,279,cafe365,35.77855640002114,51.46425783634186
280,280,cafe_13,35.71133929097362,51.40441909432411
281,281,cafe_do_hasht,35.69860918083874,51.39618471264839
282,282,soora_coffee_restaurant,35.72568002251248,51.35868862452769
283,283,mescafe,35.81122664343496,51.46998248238734
284,284,clavier,35.74875879566002,51.41267694532871
285,285,crescendo,35.76665262636768,51.41688868403435
286,286,tehroonchi,35.75858011424196,51.40861809253692
287,287,insidecafe,35.78659642334057,51.42418026924133
288,288,cafe_snake,35.71234600407671,51.40808835625648
289,289,hobo_lounge,35.77482562080953,51.37770419940851
290,290,ariya_restaurant_sonati,35.75445104176342,51.30384296178818
291,291,hemera_tehran,35.76353384779870,51.45103052258491
292,292,herma_cafe,35.71514353412530,51.41841537480091
293,293,levicafe,35.74443546408430,51.39799520373344
294,294,emaratehoor,35.69076068329169,51.41002759337425
295,295,open_mindcafe,35.77174078276384,51.37988090515137
296,296,niki_caferestaurant,35.75333330395545,51.36277779936790
297,297,maronbar,35.73666223738736,51.32764354348183
298,298,mashacafe_evinhotel,35.78908551062546,51.39079213142395
299,299,odessa,35.73652834096379,51.49488598108291
300,300,dolitcafe,35.77604520182194,51.36259334937046
301,301,cafemostaghel,35.71826406573852,51.42060756683349
302,302,roseofpersia,35.80717256692227,51.44209206104278
303,303,bell,35.79040182334891,51.35922655463219
304,304,coffeemarat7hoz,35.73209112562421,51.49432539939880
305,305,alenda,35.71300262026565,51.42001211643219
306,306,nobu_tehran,35.81330217431619,51.40664264559746
307,307,grossi_restaurant,35.76197887431082,51.45989018430869
308,308,fisherabadcoffee,35.70839424293599,51.41840686524297
309,309,rota_lounge,35.71459513705824,51.40729442238808
310,310,rhinocafeclub,35.71762221414288,51.42721249206508
311,311,ronak_gardencafe,35.81857003935524,51.47593885660171
312,312,prisca_cafe_restaurant,35.71720570685358,51.41845643520355
313,313,cafe_beynolmelal,35.75888265777998,51.40479862689972
314,314,odette_cafe,35.77087410500048,51.33578673342610
315,315,cozylounge,35.75207159385771,51.40156512280752
316,316,baccara_cafe,35.70079142651995,51.40897052354006
317,317,fidar,35.73009868525945,51.31312221180634
318,318,baraz,35.73629142290885,51.33781708380548
319,319,sesenik,35.70928725666172,51.40662501553577
320,320,bonak_cafe,35.71028247354331,51.42963051795959
321,321,garas,35.76256481767979,51.46983432792568
322,322,cafe_clavier,35.77247307616652,51.36056900024414
323,323,cafe_darbar,35.71474485922267,51.41686052083969
324,324,routinecoffee,35.76285914828025,51.45498409867287
325,325,look_cafe,35.78373461968758,51.37729735679335
326,326,jiliz_viliz_romi,35.79047579730118,51.43520951271057
327,327,cafekonj,35.71271405826187,51.40303105115890
328,328,lounge12,35.76439492149789,51.45913013593877
329,329,maktabe_ghahve,35.82035346524666,51.45737528800964
330,330,cafe_karbon,35.71364344196023,51.42093479633331
331,331,zeehouse,35.69713056502009,51.40048707133986
332,332,braftto,35.77571255867939,51.41346444730570
333,333,lidopluss,35.72942116580867,51.49255245923996
334,334,wantedfastfood,35.71199482653147,51.42698988318443
335,335,zhiner_plus,35.78883951800537,51.41811434686173
336,336,loutra,35.78943580423950,51.41606390476227
337,337,52hz_cafe,35.76845027569429,51.46577328443527
339,339,cafe_bavar,35.71145961808717,51.41366332769394
340,340,diversolounge,35.76709877799346,51.47701308131218
341,341,interni_gharb,35.75371749408666,51.37409403920174
342,342,deer_factory,35.70176559689762,51.42222745206556
343,343,blackbox_artcenter,35.70957560872757,51.42255135240631
344,344,delin_cafe,35.72540653177637,51.43508210778236
345,345,coffee_come,35.80637751043576,51.38361990451813
346,346,laminerlounge,35.70475695777737,51.30820691585541
347,347,riva_platin,35.75187815341266,51.36498928070068
348,348,emcafe,35.79318232632282,51.42416283488273
349,349,eran_cafe,35.73113746217959,51.44049748778343
350,350,locadonut_niavaran,35.81521404518023,51.43566280603409
351,351,locadonut_fereshteh,35.79406562693585,51.42277747392654
352,352,locadonut_saadatabad,35.78167567746407,51.38512328267097
353,353,kohenor,35.77838666952004,51.26958847045898
354,354,cafevalhalla,35.76729464864840,51.34681731462478
355,355,cafekamak_pasdaran,35.76734143990016,51.45715266466141
356,356,cafekamak,35.72705617275025,51.40757810768588
357,357,ghahve_khan,35.81362299772668,51.47809669375419
358,358,lidocafe,35.78982308358090,51.49530440568924
359,359,shaghayegh_cafe,35.72750450949989,51.38817161321640
360,360,lavender_fereshteh,35.79631517084929,51.42342656850815
361,361,film_classic,35.70504119250867,51.41571588814258
362,362,raman_farahzadi,35.78504233609161,51.34582221508026
363,363,ruchik,35.76193054725452,51.40585629008947
364,364,hakubuffet,35.77004766848414,51.37538284063339
365,365,home_alborz,35.70199405626744,51.40985459089279
366,366,cafehaft7,35.71483197017071,51.42192453145981
367,367,shebrocafe,35.75426166956853,51.19263052940369
368,368,brunchetto,35.72507315470737,51.42646859289645
369,369,barsincoffee,35.75513535199775,51.37044875384157
370,370,adisheh_lounge1,35.77715937665268,51.35119065642357
371,371,golzar_cafe,35.72150656337072,51.43093943595886
372,372,cafe_chaai,35.71242876197063,51.42206937074661
373,373,avli,35.80209835036778,51.45817423909433
374,374,loafboxbakery,35.77715937665268,51.35118931531906
375,375,meri,35.70246834120152,51.42310604453087
376,376,blucasa2,35.75440748875920,51.47674912158614
377,377,blucasa3,35.79556048382436,51.44857813364151
378,378,yankee,35.71473614812262,51.41780868172645
379,379,c2,35.72548492114374,51.52478456497192
380,380,hezarafsan,35.70370277567202,51.40507355332374
381,381,philosophique,35.69710293042187,51.40519559383392
382,382,prologue_cafe,35.76345803551168,51.45618879390623
383,383,the_d_project_cafe,35.80812675747470,51.46919616860277
384,384,lavielounge,35.81324235963866,51.47506445646286
386,386,gravity,35.78352520865928,51.38273209333420
387,387,cafe_ashkboos,35.80548729198912,51.45404288455366
388,388,cafe_puzzle,35.71594807076676,51.39307469129562
389,389,rolexlounge,35.81627545076930,51.48400962352753
390,390,celato,35.77598042360311,51.46475892739411
391,391,chakmozniavaran,35.80960354241591,51.44401578919364
392,392,adora,35.80303507368770,51.44732091796271
393,393,karzin_mehrabad,35.70158518307016,51.31253581106030
394,394,kurehcafeandworkshop,35.75233636000636,51.36522799730301
395,395,karzin_enghelab,35.78253625880269,51.40026569366455
396,396,karzin_niavaran,35.81137938176286,51.47176265716553
397,397,karzin_gharb,35.75116630000000,51.38416171700000
398,398,cafeclover,35.71934200941194,51.42121709883213
399,399,gamerepublic,35.78637409623204,51.37723619874589
401,401,beliton,35.81372087579724,51.47568136453628
402,402,rabocaf,35.76911399519591,51.37260330698558
403,403,vario,35.72301670779065,51.51697933673858
404,404,vibecafevip,35.79108565915896,51.46314269405219
405,405,start_line,35.82006311754234,51.49265840649605
406,406,luigi_gisha,35.72725399493348,51.37920548878797
407,407,luigi_tirazhe,35.74823225026914,51.33087903015193
408,408,luigi_land,35.76459104690659,51.35157823562622
409,409,restaurant_sarashpaz_tuba,35.72983758745087,51.24807715415954
410,410,lavender_jordan,35.76808465539387,51.42001211643219
411,411,tissa_lounge,35.77072992388271,51.42062433063984
412,412,deiox_cafe,35.70339457723720,51.40112936496734
413,413,lanima_restaurant,35.74087822668462,51.30288541316986
414,414,wanderinginprague,35.75239493115246,51.36483042373386
415,415,little_italy,35.74979714395088,51.39739841222763
416,416,laluce_restaurant,35.80323309825366,51.46157562732696
417,417,kaiser_cafe_restaurants,35.81400580904917,51.45645394921303
418,418,majolcafe,35.71823793358963,51.36483103036880
419,419,indra,35.75715770888027,51.45570829510689
420,420,shahkuh,35.88740727316543,51.52811050415039
421,421,anobani,35.73519641929578,51.44114457499209
422,422,ebteda_cafe,35.71395401810486,51.40788340818764
423,423,khaneatlasi,35.70528839966938,51.40243291854858
424,424,mocafe,35.74391774079155,51.45799891211352
425,425,nezamiyeh_boutique_hotel,35.68947648839609,51.43027022480965
426,426,divaa_cafe,35.81773377280714,51.61172434687614
427,427,2shotcafe,35.70698724752696,51.39633089303970
428,428,shamsa_house,35.70292519853338,51.39202594757080
429,429,jayidigarbookcafe,35.77275476231787,51.43790109615565
430,430,justfresh,35.73743817076628,51.41481472673556
431,431,cafetehroonkandovan,35.70058316442784,51.41596801578998
432,432,mito,35.75828845247592,51.44220337271690
433,433,saless_book_cafe,35.75301632906317,51.19129446626804
434,434,sharbatkhaneh_iranmall,35.75386816335608,51.19101610424609
435,435,lounge_cinema,35.75378932546345,51.19116604328155
436,436,kavich_andarzgu,35.79611768682488,51.44375723733763
437,437,cafe_burka,35.72852983174415,51.39820335406629
438,438,vania_pastry_cafe,35.71868163453833,51.43643327057361
439,439,karno_food,35.77515736890880,51.36468887329101
440,440,interni,35.80628506149055,51.40131980180740
441,441,ketab_niyavaran,35.81209662798172,51.46284833550453
442,442,sambisam,35.81176220390186,51.44803047180176
443,443,saraye_arghavan,35.69354246323728,51.48011200621715
444,444,seen_college,35.70120066022924,51.41274848811932
445,445,lotus_restaurant,35.81196886934786,51.45896770974895
446,446,pegaharthouse,35.69950387793855,51.40986867249012
447,447,cafedaj,35.74449641903152,51.33287519216537
448,448,nonstop_cafe,35.76547085655349,51.39528349041939
449,449,khaneh_nafisa_saadatabad,35.77456714734337,51.35272393976594
450,450,vahebookcafe,35.71193221331825,51.42177432775497
451,451,cafe_clinic,35.73834408792226,51.49539291858673
452,452,razzaz_boutique,35.68058785522275,51.43306776881218
453,453,pera,35.79136891855534,51.42079934477806
454,454,osho_cafe,35.80646982657941,51.42371287744299
455,455,tehrooncafe_iranshahr,35.71393581174379,51.41918867826462
456,456,hozekashi,35.71114600495848,51.42126202583313
457,457,sinaancafe,35.73747540839233,51.38201996684074
458,458,redcafe_takeaway,35.76610635926195,51.34730815887451
459,459,coferesturan_theone,35.77485582039433,51.37766965031828
460,460,cafelanti,35.81125988232096,51.47008903742932
461,461,diba_mirdamad,35.75789448973632,51.43963918089866
462,462,dobarbakery2,35.75834504364847,51.40261530876160
463,463,dobarbakery,35.76694643381725,51.39928400516510
464,464,alsocafe,35.69315249343290,51.41018016285650
465,465,havaliedelbar,35.80303622845923,51.42246097326279
466,466,serbon,35.77064178595471,51.46039545536041
467,467,hasht_behesht,35.72148260987606,51.34047523140907
468,468,bal_iranmal,35.75286421943905,51.19246959686279
469,469,bal_jordan,35.77090184696738,51.42067462205887
470,470,pets,35.76473849867646,51.35232657194137
471,471,matsu_lounge,35.78556508286638,51.42740428447723
472,472,lamoure_org,35.77155145172313,51.35736912488937
473,473,baran_mansion,35.79820441418253,51.44615778860676
474,474,roomeroonrestaurant,35.77016409844799,51.42218336462974
475,475,pastofood,35.78216417547333,51.37672126293182
476,476,paypar_complex,35.71165671459563,51.33358061313629
477,477,houseofcard,35.80256526172258,51.42116278409958
478,478,rischee29,35.78928946866501,51.42375256090283
479,479,rosettcafe,35.77911998972696,51.37684464454651
480,480,chaikenar,35.72090119102393,51.40075117349624
481,481,garnet,35.79659907878020,51.44482120871544
482,482,cafe_baran1,35.81241972800554,51.43328503209199
483,483,central_caferestaurant,35.72142163731169,51.43330380320549
484,484,cafe_lyar,35.81403952245789,51.46189749240875
485,485,cafe_ceramic,35.81560609264721,51.47079169750213
486,486,cafe_theatre,35.69886512077860,51.40611290931702
487,487,cafe_greenbean,35.70183994791968,51.42247026650052
488,488,pantheon_cafe_resturant,35.75986863700966,51.40518888831138
489,489,cafe__zehn,35.69973422133679,51.40422999858856
490,490,lorenzo_lounge,35.80940216303937,51.39685928821564
491,491,cafediamond,35.70348714579687,51.41622751951218
492,492,hattrick_cafe,35.72384090575608,51.40504404902458
493,493,cafe_boardica,35.71171007213008,51.41788110136986
494,494,fekrkade_complex_opal,35.77705927746270,51.35170966386795
495,495,mysterybox,35.74617810407876,51.57179161906242
496,496,pol_art,35.71393592357713,51.40439840764618
497,497,moon_lightlounge,35.74176644232010,51.59195142457314
498,498,cafe_arsh,35.70683914428246,51.43445983529091
499,499,royalrosecafe,35.81456914735483,51.44317835569382
500,500,ravicafegallery,35.80536491671174,51.47944718599319
501,501,shar_lounge,35.74394564584963,51.41437277197838
502,502,maya_cottage,35.70704387516535,51.39043003320694
503,503,schonbrunn,35.75310583640304,51.19199752807617
504,504,amore_cafee,35.70052272041425,51.41902171075344
505,505,objet,35.75828845247592,51.40205740928650
506,506,pensocafe,35.70743843431351,51.39141887856078
