,food_rate,servic_rate,worth,design_rate
1045,3.0,3.0,4.0,3.0
1046,1.0,1.0,1.0,1.0
1047,4.0,4.0,4.0,3.0
1048,4.0,4.0,2.0,4.0
1049,4.0,4.0,4.0,4.0
1050,4.0,4.0,4.0,3.0
1051,,,,
1052,,,,
1053,3.0,2.0,3.0,2.0
1054,4.0,4.0,3.0,4.0
1055,5.0,5.0,5.0,5.0
1056,4.0,4.0,4.0,4.0
1057,3.0,2.0,2.0,3.0
1058,4.0,4.0,5.0,4.0
1059,4.0,4.0,4.0,4.0
1060,1.0,1.0,2.0,1.0
1061,4.0,4.0,4.0,4.0
1062,4.0,4.0,5.0,4.0
1063,4.0,4.0,4.0,4.0
1064,4.0,4.0,4.0,4.0
1065,4.0,4.0,3.0,4.0
1066,4.0,4.0,4.0,4.0
1067,2.0,2.0,4.0,3.0
1068,4.0,4.0,4.0,4.0
1069,5.0,5.0,4.0,5.0
1070,3.0,3.0,3.0,2.0
1071,4.0,4.0,5.0,5.0
1072,4.0,4.0,4.0,4.0
1073,4.0,3.0,4.0,3.0
1074,4.0,3.0,4.0,4.0
1075,4.0,4.0,4.0,4.0
1076,,,,
1077,4.0,5.0,4.0,4.0
1078,3.0,3.0,4.0,4.0
1079,4.0,3.0,4.0,4.0
1080,0.0,0.0,0.0,0.0
1081,4.0,4.0,4.0,4.0
1082,4.0,3.0,4.0,3.0
1083,0.0,0.0,0.0,0.0
1084,3.0,3.0,3.0,3.0
1085,0.0,0.0,0.0,0.0
1086,4.0,3.0,4.0,4.0
1087,4.0,4.0,4.0,4.0
1088,3.0,3.0,4.0,3.0
1089,4.0,3.0,4.0,3.0
1090,4.0,4.0,4.0,4.0
1091,3.0,3.0,2.0,3.0
1092,0.0,0.0,0.0,0.0
1093,31.0,4.0,4.0,3.0
1094,3.0,3.0,4.0,3.0
1095,4.0,3.0,4.0,3.0
1096,2.0,2.0,2.0,3.0
1097,4.0,4.0,4.0,4.0
1098,,,,
1099,3.0,3.0,4.0,3.0
1100,4.0,3.0,4.0,3.0
1101,3.0,3.0,4.0,5.0
1102,4.0,4.0,4.0,4.0
1103,4.0,4.0,4.0,4.0
1104,5.0,4.0,4.0,5.0
1105,4.0,4.0,4.0,4.0
1106,4.0,3.0,4.0,3.0
1107,5.0,4.0,5.0,4.0
1108,3.0,3.0,3.0,3.0
1109,4.0,4.0,4.0,4.0
1110,4.0,4.0,4.0,4.0
1111,3.0,4.0,4.0,3.0
1112,4.0,4.0,4.0,4.0
1113,3.0,3.0,4.0,3.0
1114,4.0,4.0,4.0,4.0
1115,4.0,4.0,4.0,4.0
1116,4.0,4.0,4.0,4.0
1117,0.0,0.0,0.0,0.0
1118,4.0,4.0,4.0,4.0
1119,4.0,4.0,4.0,4.0
1120,4.0,4.0,5.0,4.0
1121,4.0,4.0,4.0,4.0
1122,4.0,4.0,4.0,4.0
1123,4.0,4.0,4.0,4.0
1124,4.0,4.0,4.0,4.0
1125,4.0,4.0,4.0,3.0
1126,5.0,5.0,5.0,5.0
1127,4.0,3.0,4.0,3.0
1128,4.0,4.0,4.0,4.0
1129,1.0,1.0,5.0,2.0
1130,4.0,3.0,4.0,4.0
1131,3.0,3.0,4.0,3.0
1132,3.0,2.0,3.0,3.0
1133,4.0,4.0,3.0,3.0
1134,4.0,4.0,4.0,4.0
1135,5.0,4.0,4.0,4.0
1136,4.0,4.0,4.0,3.0
1137,4.0,4.0,4.0,4.0
1138,4.0,4.0,4.0,3.0
1139,4.0,4.0,4.0,4.0
1140,4.0,3.0,3.0,3.0
1141,1.0,1.0,3.0,5.0
1142,4.0,4.0,4.0,4.0
1143,4.0,2.0,4.0,3.0
1144,3.0,3.0,3.0,3.0
1145,4.0,4.0,4.0,4.0
1146,4.0,4.0,4.0,4.0
1147,4.0,3.0,4.0,4.0
1148,,,,
1149,3.0,3.0,2.0,3.0
1150,4.0,3.0,3.0,3.0
1151,4.0,4.0,4.0,3.0
1152,3.0,3.0,3.0,3.0
1153,5.0,5.0,5.0,5.0
1154,4.0,4.0,4.0,3.0
1155,4.0,4.0,4.0,3.0
1156,3.0,4.0,4.0,4.0
1157,4.0,3.0,2.0,4.0
1158,0.0,0.0,0.0,0.0
1159,,,,
1160,4.0,4.0,4.0,4.0
1161,4.0,4.0,4.0,4.0
1162,4.0,4.0,5.0,4.0
1163,4.0,4.0,4.0,4.0
1164,5.0,2.0,2.0,2.0
1165,4.0,4.0,4.0,3.0
1166,4.0,3.0,2.0,4.0
1167,4.0,4.0,4.0,4.0
1168,4.0,4.0,4.0,4.0
1169,5.0,4.0,4.0,4.0
1170,4.0,4.0,4.0,4.0
1171,4.0,4.0,4.0,4.0
1172,2.0,2.0,2.0,2.0
1173,,,,
1174,4.0,4.0,4.0,4.0
1175,3.0,3.0,3.0,4.0
1176,4.0,4.0,4.0,4.0
1177,4.0,3.0,3.0,4.0
1178,4.0,5.0,4.0,4.0
1179,4.0,3.0,4.0,3.0
1180,,,,
1181,5.0,4.0,4.0,4.0
1182,4.0,4.0,4.0,4.0
1183,4.0,4.0,4.0,4.0
1184,0.0,0.0,0.0,0.0
1185,5.0,5.0,5.0,5.0
1186,4.0,3.0,4.0,4.0
1187,3.0,3.0,4.0,3.0
1188,4.0,4.0,4.0,4.0
1189,3.0,2.0,3.0,3.0
1190,4.0,3.0,3.0,4.0
1191,4.0,4.0,4.0,3.0
1192,4.0,4.0,4.0,4.0
1193,4.0,4.0,5.0,4.0
1194,2.0,2.0,3.0,2.0
1195,4.0,4.0,4.0,3.0
1196,4.0,4.0,4.0,4.0
1197,4.0,4.0,4.0,3.0
1198,4.0,4.0,4.0,4.0
1199,3.0,3.0,3.0,3.0
1200,3.0,4.0,4.0,4.0
1201,0.0,0.0,0.0,0.0
1202,4.0,5.0,4.0,4.0
1203,4.0,4.0,4.0,3.0
1204,4.0,4.0,4.0,4.0
1205,3.0,3.0,3.0,3.0
1206,4.0,4.0,4.0,4.0
1207,5.0,5.0,5.0,4.0
1208,4.0,4.0,4.0,4.0
1209,4.0,3.0,4.0,4.0
1210,4.0,4.0,4.0,4.0
1211,3.0,3.0,2.0,2.0
1212,3.0,3.0,3.0,3.0
1213,4.0,3.0,4.0,4.0
1214,4.0,4.0,4.0,4.0
1215,3.0,3.0,3.0,4.0
1216,4.0,4.0,3.0,4.0
1217,2.0,3.0,3.0,3.0
1218,4.0,4.0,5.0,4.0
1219,0.0,0.0,0.0,0.0
1220,4.0,3.0,3.0,3.0
1221,,,,
1222,3.0,3.0,3.0,3.0
1223,3.0,4.0,3.0,3.0
1224,4.0,3.0,3.0,4.0
1225,4.0,4.0,4.0,4.0
1226,4.0,4.0,3.0,3.0
1227,4.0,4.0,4.0,4.0
1228,2.0,2.0,2.0,2.0
1229,3.0,3.0,3.0,4.0
1230,,,,
1231,4.0,3.0,4.0,3.0
1232,4.0,4.0,4.0,4.0
1233,3.0,3.0,3.0,3.0
1234,3.0,1.0,3.0,3.0
1235,4.0,4.0,4.0,4.0
1236,4.0,4.0,4.0,4.0
1237,4.0,4.0,4.0,4.0
1238,4.0,4.0,4.0,4.0
